seriesuid,coordX,coordY,coordZ,probability
1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,7.6,19,-81.84,3.7295e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223,85.67,1.05,-202.49,1.68964e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,-89.41,-133.66,-171.58,0.814667
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,96.46064716,64.14606821,-225.0042107,0.000133078
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,-17.83,-115.25,-214.37,1.42792e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,62.47,192.16,-578.73,2.02142e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830,90.55573311,13.63670011,-232.2666669,9.29226e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,-14.425,243.905,-728.185,9.67596e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,101.5487217,39.90158636,48.89999989,2.64122e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,-55.85937047,86.69657474,-172.8302097,7.69803e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,84.36,128.54,-206.89,8.25174e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,45.79000847,76.31287664,-245.2750727,1.27893e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,92.49,-118.96,1147.46,4.56597e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,60.89,170.97,-599.14,1.43303e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-61.52157628,223.7458956,-634.1205583,0.998306
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,-11.35,30.33,-217.86,0.000329305
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,54.25080615,27.83180564,-212.9401276,5.28076e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,37.345,-69.6,-89.78,6.3766e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-79.24000957,-42.04241246,-160.7242808,0.000116256
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,130.86,184.25,-751,0.00633362
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,-112.45,90.51,-644.24,1.01413e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,88.63,15.4,-144.61,4.36371e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,-150.9,46.16,-217.52,9.3393e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,-49.83,-96.29,-263.28,2.47233e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,59.19,34.53,-139.08,1.15698e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,-103.2459132,32.67839978,-123.656522,7.83864e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,75.64,-119.02,1181.77,0.00724956
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,-100.205,136.24,-613.37,0.000338281
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,54.95,-10.56,-107.12,1.47096e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,88.63438159,-11.56313658,-173.828182,1.806e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,54.46521211,36.41987378,-287.24059,5.92243e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,-22.16664842,-71.8098268,-230.1674177,0.000383289
1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,92.41625982,-168.0426402,-243.9106402,4.53141e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,57.35,-158.85,-142.49,0.00832453
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-34.24,166.92,-573.82,0.000199225
1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,-52.20719481,45.91217546,-160.3600002,1.20836e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730,56.2,-3.92,-67.3,3.54397e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,-131.34,48.92,-189.78,5.79454e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,-82.66,74.42,-126.78,1.0789e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830,-14.33860021,79.16039979,-137.6090002,0.000806857
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,-94.715,91.635,-169.425,1.15663e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,-17.16660022,45.62339978,-180.4407694,5.04917e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,-48.49341512,-2.785180419,-195.3522122,3.85568e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,-91.535,72.42,-160.415,2.70069e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,-72.98613399,104.5924636,-161.6598161,2.26107e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734,-27.08726646,-46.13686648,-141.5533135,0.00223027
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,67.80011752,-3.279844514,-252.9454433,3.43888e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,-14.78743043,-4.898639625,-93.35148848,0.00222185
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,-18.75,69.49,-128.97,3.74308e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,-37.03263355,-87.52833355,-303.2805558,1.66327e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-27.24,30.24,-141.88,7.13235e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112,71.6903998,54.50264798,-180.0789159,8.19347e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,61.46,11.79,-75.68,1.76728e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,-98.4,138.41,-654.74,2.21296e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,-114.78,162.55,-310.14,2.56258e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,-4.68974676,57.32360544,-210.4528304,0.468835
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,-98.1,-111.79,-249.81,1.41303e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,20.86993978,28.13274978,-83.71875021,0.281914
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,89.0935616,47.34354458,-85.77367032,3.06655e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,34.14028812,74.58263616,-146.3734315,0.000730343
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-20.1,-49.5,-128,1.04219e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,93.56,-202.6,-252.95,3.80497e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,76.93,113.89,-603.16,9.77143e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444,-37.88772308,167.1802588,-549.1359216,2.75754e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,-23.21,-8.4,-51.49,3.83495e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,-130.01,-132.27,-190.49,0.000172593
1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,-59.506113,185.1589033,-459.345,0.00123677
1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,17.18725733,184.6555508,-506.8969389,2.14084e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,44.06,66.64,-140.36,0.000163425
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,-59.3,-32.5,-266.83,2.10056e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,-68.23,174.77,-688.01,6.73766e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,-94.3775,41.0025,-118.72,4.12948e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,-61.39,48.3,-297.31,2.73526e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,-18.80773725,39.74785534,-83.4175928,0.00012329
1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,-79.2,56.39,-190.06,7.25346e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,-72.42,-95.67,-230.32,0.0812923
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,-117.72,-30.83,-169.74,0.00123004
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,-103.0028712,38.37203205,-156.612097,1.06558e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,62.88,51.3,-119.71,0.0076989
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,-50.1,61.5,-126.75,2.66103e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,-130.13,-209.54,-245.49,3.63112e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,77.724133,234.6955532,-698.4749755,5.08679e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,24.98,-150.69,1026.1,2.28865e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223,-28.46,31.16,-131.56,9.48432e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,-119.5307694,135.5271536,-527.4000002,1.88029e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734,-92.37,-4.25,-165.19,7.04185e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,-55.32,-55.51,-236.76,5.65707e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,-103.01,-10.97,-191.59,1.16705e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,-109.95,-2.7,-281.78,3.17912e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,39.9622135,-40.67997412,-168.1423563,2.67954e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,-26.81,-4.51,-185.79,1.87165e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444,86.82,188.59,-564.11,1.85861e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,71.74,-139.24,-131.82,1.54186e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,-11.5,58,-458.8,9.57678e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,48.74,189.23,-620.8,2.67899e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,37.64,115.81,1806.05,0.000436742
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,-91.73,58.64,-146.39,1.83559e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,-40.39,184.23,-504.23,1.82189e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,-43.54,45.72,1671.58,0.00140493
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,-71.7,56.2,-142.35,0.0308771
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,46.11,223.1,-533.59,9.76822e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,-79.61743458,50.45581159,-138.2303184,5.56033e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,47.00798402,75.68860016,-99.71451003,6.02655e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,112.293207,92.17555908,-555.8365732,0.000247141
1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,-4.71,31.72,-128.19,0.038631
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,50.73965529,-44.17479742,-101.2417172,3.2094e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,51.9402146,-4.370852089,-271.8411113,0.000228344
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,-34.8889002,188.9781362,-365.3738638,4.37117e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,45.33,-121.45,-85.14,0.00220091
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,-63.07672588,70.86066303,-183.9028284,7.05951e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,-48.7118876,56.21684482,-180.3957015,1.23006e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,68.80283638,199.3429661,-492.3247467,0.0010932
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-46,88,-633.9,0.000276709
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,66.72,234.34,-599.93,4.73574e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,93.92,118.22,-766.49,0.0478644
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,57.85315293,210.4517582,-385.1258456,5.57105e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,83.1138737,-8.728256723,-71.8000002,3.87672e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495,-78.53909212,151.1797503,1553.312588,0.00204473
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,89.84537923,17.1479791,-188.3646483,7.11507e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,-33.78104405,77.31676917,-127.5932039,1.41735e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,-20.71340257,4.493989434,-252.493191,0.000178341
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,68.47,-124.62,-72.52,6.0767e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,42.39777756,-3.716489098,-143.6800002,1.74578e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,93.4,17.5,-147.8,9.91981e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,80.34726961,38.91572269,-248.7192743,1.34099e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,10.5725542,-32.4110534,-131.3874329,3.9408e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,-63.27,87.615,-148.93,1.50491e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-44.75,199.87,-561.19,2.8643e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,-65.38,-22.99,-141.48,1.45444e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,-63.7,-152.95,-262.09,3.14969e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,-106.92,242.95,-782.23,4.64106e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,46.56,198.8,-735.7,0.000455546
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059,-6.9,105.43,-108.85,3.77377e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,69.87,185.09,1616.92,1.61909e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,69.74,-77.35,-271.18,6.45852e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,24.99,-100.17,-130.55,3.21361e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,-32.86184488,64.22974715,-288.9952986,0.00046439
1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748,92.20417755,45.42585163,-217.9381484,0.0207546
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,-119.63,-195.78,-286.52,7.34028e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,-40.16893772,42.50073563,-241.0708683,8.86581e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-46.77,20.67,-253.33,0.000237894
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,-42.2,-212.97,-170.39,4.76016e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,55.99,31.08,-110.19,1.82829e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,-40.59227318,152.6910589,-542.9005172,0.995626
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,-43.68,-135.18,-312.75,0.000151529
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,34.653285,39.336092,-196.5,2.37962e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,-57.81,-139.21,-278.24,1.77955e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734,108.7820776,39.29005332,-88.47449518,2.51025e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,62.89479257,71.59694721,-184.8139178,1.05641e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,-73.15750219,-56.01626017,-213.0848563,5.38865e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,60.68765197,-86.59034802,-173.3994567,9.66482e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,26.54,61.68,-79.67,3.84577e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-66.87003356,42.58396645,-250.1450002,0.00514646
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,68.20470367,-26.27199799,-232.1092544,2.68e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,73.19402479,151.9928435,-528.8921877,1.91749e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,130.588869,48.92794842,-291.0455237,2.59006e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,-25.65,-145.85,-219.87,1.99255e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,-47.51,-127.16,-302.74,9.27364e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820,-58.68,-153.43,-319.99,8.54729e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,-61.27495316,68.25287037,-95.32529433,0.000125578
1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,-84.66,-40.25,-171.61,8.12465e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830,-82.7534623,24.5847791,-189.3600002,2.44642e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,-37.8,86.4,-216.97,5.24912e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,117.35,151.98,-434.14,3.8554e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,-59.33023528,84.61931612,-73.97148875,1.15487e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860,82.80728972,31.28431508,-178.6070644,1.76248e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,28.92300509,79.35378058,-165.0988884,1.37093e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,-105.7820002,62.94199978,-197.6620002,9.65434e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444,41.53,214.47,-522.79,1.89458e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,-47.53094484,40.09005029,-61.06879593,0.000131433
1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748,67.3,72.8,-258.75,2.01924e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,95.16,186.13,-721.05,5.27222e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,74.71,104.05,-166.27,1.34205e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,-41.53,64.46,-171.32,9.45687e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,61.8,37.47,-170.7,0.000178523
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,79.45132516,47.20426227,-187.1064589,3.05532e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,-95.69,228.35,-495.64,4.19456e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,80.255,129.03,-723.905,2.03995e-11
1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,-56.09,97.72,-62.16,1.16696e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,23.24,193.29,-524.67,1.21901e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,84.04,138.65,-650.65,2.40382e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,62.23,-9.8,-128.11,7.76425e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,46.84263667,39.95176365,-159.5408939,5.04831e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,-60.55,215.83,-610.29,4.79776e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,-37.5719071,-93.86923265,-35.78959313,6.60116e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,-52.11551947,44.49861319,-91.77443536,1.4302e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,39.21294044,-157.1965528,1005.76213,4.73954e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,15.21477591,19.06657703,-147.6796218,2.69083e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,40.46,164.08,1633.76,1.18742e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,-59.21,0.33,-199.14,7.87135e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,53.768969,29.49920984,-185.0837416,3.51818e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748,48.63,-10.1,-160.81,4.70953e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.716498695101447665580610403574,-15.22,-120.35,-193.79,1.18831e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,28.19,50.83,-227.22,4.32268e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-75.678131,8.59375,-80.75,0.000449708
1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,-28.00164134,-116.8330966,-146.4580703,3.01878e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,45.64512692,205.0457817,-744.617639,0.00028005
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,-108.5240002,-89.54500022,-265.7312502,4.39934e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,-25.02,76.84,-66.07,8.84987e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,-74.89525985,162.2664768,1688.575229,2.6842e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,112.85,43.9,-207.43,2.1029e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860,80.92384426,31.71818869,-115.8122224,6.7151e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,-51.147733,179.8649776,-475.635012,3.1717e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,-41.6622376,235.7390832,-756.6172918,9.48362e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,-36.15,-119.93,-213.99,1.96455e-06
